inv_num,pnum_str
05885353-4,"6107609, 6150638, 6403933, 6171402, 6051074, 6090209"
05885356-5,"6375744, 6228781, 6136685, 6911395, 6841008, 6803318, 6693042, 6322716, 6734108, 6635566, 6350665, 6399512, 6373679, 6372634"
05885506-3,"6531083, 6214273"
05885751-2,"6764958, 6911403, 6258735, 6090530, 6632735, 6838393, 6825562, 6395092, 6514857, 6204168, 6077764, 6589715, 6943127, 6486082, 6238844"
05885854-1,"6677681, 6664646, 6707165, 6869811, 6117708, 6583504, 6576057, 6555898, 6555412, 6545368, 6524960, 6518186, 6444497, 6486004, 6417028, 6404069, 6403387, 6373132, 6387731, 6316290, 6291899, 6251702, 6249050, 6230719, 6192956, 6096163, 6030857, 6734372, 6921860"
05885882-1,6160285
05885900-1,6350690
05886539-1,"6229818, 6122278, 6115762, 6108390, 6101376, 6052380, 6011781, 6081888"
05886658-1,"6956919, 6891430, 6857002, 6642879, 6525589, 6522274, 6469650, 6426713, 6201492"
05886896-2,6035293
05886909-1,"6448098, 6054721"
05886909-3,"6453916, 6972201, 6762133, 6665065, 6663723, 6622547, 6612319, 6533865, 6513151, 6510730, 6171737, 6373053, 6954678, 6924157, 6915177, 6844206, 6818360, 6784446, 6753261, 6809793, 6741445, 6724476, 6634805, 6613500, 6570157, 6563578, 6559457, 6556303, 6541184, 6535288, 6592932, 6583871, 6579651, 6573498, 6573497, 6486072, 6444373, 6441398, 6322009, 6291135, 6277661, 6270579, 6251570, 6339955, 6248175, 6136514, 6371134, 6972576, 6654660, 6632283, 6594024, 6507474, 6572252, 6459482, 6451512, 6444381, 6423479, 6479820, 6316277, 6222936, 6190062, 6063531, 6771356, 6808591, 6684172, 6759179, 6649525"
05886915-2,"6957332, 6941458, 6934817, 6795905, 6769058, 6760441, 6754815, 6678825"
05886920-4,"6939781, 6867078"
05886989-5,"6816716, 6804503, 6463266, 6473607"
05887150-1,6594275
05888591-2,"6878626, 6956274"
05888591-3,6365480
05888867-1,"6618290, 6490205, 6459618, 6456531, 6331952, 6233175, 6188101, 6172909, 6410956, 6567303, 6590811, 6465303, 6456536, 6456533, 6269023, 6331953, 6025240, 6555436, 6541816, 6468865, 6465306, 6266281"
05888895-1,"6062869, 6507054"
05888897-1,"6879009, 6696333, 6642557, 6794232, 6790731, 6743664, 6689702"
05888898-3,"6114224, 6140255, 6096661, 6388330, 6060404"
05888898-6,"6403420, 6897533, 6797565, 6754106, 6620717, 6399984, 6395654, 6417082, 6362051, 6767791, 6737701, 6680509, 6667212, 6627887, 6441398, 6440797, 6284600, 6277661, 6933219, 6927145, 6744105, 6670241, 6653190, 6720133, 6706595, 6445030, 6617215, 6555436, 6541816, 6468865, 6465306, 6436768, 6479348, 6855608, 6765254, 6653191"
05889383-1,"6490631, 6178456, 6088826, 6035366, 6081888, 6229808, 6226368, 6201794"
05889408-1,6980183
05889416-1,"6538466, 6278295, 6181621, 6100560, 6097222, 6664799, 6920524, 6839297, 6750497, 6909659, 6879538, 6845054, 6292403, 6069839, 6925024, 6262936, 6262937, 6445645, 6385128, 6690606"
05889559-1,6700999
05889701-1,6507205
05889727-1,6130848
05889727-2,6130848
05889792-1,6895504
05889792-2,"6949918, 6664775"
05889945-2,"6871348, 6795106"
05889965-2,6484226
05889965-3,"6269417, 6484226"
05889965-4,6484226
05889975-1,"6725360, 6725360"
05889977-1,6957352
05890002-1,6819331
05890006-2,"6061775, 6134650"
05890051-1,6947721
05891350-7,"6589361, 6899111, 6132165, 6647918, 6562189, 6192827, 6076482, 6900596, 6432259, 6513452, 6221782, 6797639, 6716302"
05891790-2,6265727
05891802-1,"6456105, 6043102, 6023100"
05892283-1,"6788130, 6969979, 6859020, 6940131, 6696861, 6678829, 6650100, 6608521, 6486740, 6324044, 6255887, 6169439, 6169309, 6144070, 6111737, 6674621, 6563284, 6373343, 6078204"
05892287-1,"6372623, 6033931"
05892287-2,"6303977, 6069026, 6033931"
05892356-1,"6768436, 6369744, 6765520, 6621758"
05892370-1,"6169416, 6157207, 6140837, 6552410, 6426649, 6127845"
05892371-1,"6278181, 6249136, 6242790, 6054888, 6081152, 6047382"
05892378-1,6140718
05892399-1,"6452451, 6353362, 6104054"
05892579-1,"6930770, 6853475, 6809808, 6175645, 6798505, 6268093"
05892717-1,6172528
05892800-3,"6956905, 6670847, 6566950, 6504432, 6377122, 6956923, 6977959"
05893088-3,6197605
05893142-3,"6795908, 6775765"
05893726-7,"6893244, 6626656, 6616880, 6117382, 6332766, 6287503, 6740971, 6326244, 6084297, 6913952, 6247629, 6085962, 6914326, 6577004, 6057597"
05893796-2,"6537133, 6876454, 6875078, 6860791, 6719818, 6910944, 6390904, 6280290, 6045439"
05894173-1,"6787397, 6580170, 6096578, 6730541"
05894218-6,"6353312, 6064194, 6900459, 6150828, 6492187, 6210984"
05894218-7,"6353312, 6064194, 6900459, 6150828, 6492187, 6210984"
05894218-8,"6353312, 6064194, 6900459, 6150828, 6492187, 6210984"
05894218-9,"6353312, 6064194, 6900459, 6150828, 6492187, 6210984"
05894237-3,"6580315, 6696896"
05895259-2,"6403151, 6684122, 6649541, 6558963, 6514865, 6512991, 6469518, 6291253, 6274472, 6271112"
05895269-5,"6048761, 6933579, 6723666, 6611023, 6492830, 6451656, 6433391, 6060766, 6414355, 6358362, 6830987, 6812550, 6713819, 6548361, 6512244, 6509613, 6573172, 6448114, 6297167, 6066567, 6060328, 6410371, 6867130, 6841832, 6964875, 6765227, 6764917, 6764898, 6566213, 6518631, 6441433, 6303949, 6166428, 6027959, 6399480, 6780776, 6764966, 6693004, 6713357, 6535015, 6121663, 6087271, 6905971, 6717212, 6563183, 6380588, 6103611, 6114235"
05895497-1,"6963965, 6834338, 6981178, 6170053, 6665767, 6594711, 6539467, 6446241, 6484237, 6535958, 6606686"
05895858-4,6640610
05895967-2,"6477046, 6215184, 6160705, 6111315, 6084777"
05896176-1,"6614847, 6026183"
05896301-1,"6820247, 6546533"
05896313-2,"6797596, 6040208, 6693014, 6482707, 6410951, 6187618"
05896337-1,"6859408, 6108804, 6525958, 6519190, 6515915, 6367039, 6307800, 6678186, 6816425, 6724238, 6717873, 6611165, 6111803, 6556467, 6515925, 6434072, 6301178, 6301172, 6236606, 6075737, 6696867, 6686786, 6710631, 6665207, 6934173, 6865130, 6865100, 6903957, 6852611, 6834022, 6788603, 6785167, 6781867, 6771529, 6768664, 6750700, 6747889, 6735108, 6731556, 6650587, 6603693, 6134137, 6580631, 6556065, 6545899, 6597206, 6410385, 6400595, 6385691, 6243285, 6192446"
05896338-5,6671785
05896384-1,6816504
05896411-2,"6393074, 6316982"
05896443-1,"6847364, 6810416"
05896450-1,"6381163, 6359808, 6353566, 6744666, 6525969, 6285627, 6275421, 6266284, 6259633, 6327194, 6327181, 6208556, 6201753, 6201737, 6185128, 6118698, 6111787, 6370061, 6510082, 6463516, 6208561, 6493266, 6385093, 6713809"
05896549-3,"6370575, 6047347"
05897343-1,"6969656, 6967143, 6921700, 6903967, 6831310, 6951783, 6753216, 6838322"
05897371-1,6016012
05897371-2,6016012
05897371-3,"6773975, 6734108, 6831346"
05897577-3,"6201443, 6198352, 6512617, 6307906, 6037841, 6275114"
05897656-3,"6930522, 6694409, 6690221"
05897752-1,"6652717, 6695954, 6375810, 6210539, 6103070, 6673724, 6344419, 6176981, 6077402"
05898179-1,"6689221, 6207959, 6437351, 6268609, 6323496, 6163033, 6515288, 6501078, 6274875, 6271530, 6555832, 6903349, 6331713, 6956223"
05898320-3,"6970012, 6809552, 6667635, 6847228, 6078201, 6160431, 6972939, 6664807, 6847246"
05898503-1,"6813446, 6697184, 6690888, 6714336"
05898503-2,"6813446, 6752962, 6690888, 6326210, 6111248, 6045756, 6692697, 6635919, 6415235, 6374845, 6326612, 6183696, 6111652, 6097479, 6024923, 6714336, 6657832, 6525396, 6376787, 6191847"
05898555-1,6495982
05898555-2,6433975
05898618-1,"6831481, 6788097, 6456126, 6864727, 6504401, 6980035"
05898628-1,"6781883, 6646919, 6268623, 6195772, 6180425"
05898678-3,"6879187, 6859080, 6836167"
05898831-3,6842133
05899653-1,"6413037, 6409453, 6034863"
05899798-1,6116990
05899799-2,6135856
05899801-2,"6152806, 6371836, 6135868"
05899801-5,"6379221, 6283692, 6082951, 6280299, 6139406"
05899861-4,"6792031, 6834074, 6721295, 6282230, 6650694"
05900062-3,6219219
05900550-1,6879056
05900667-2,6392333
05900742-3,"6426649, 6552410, 6519753"
05900749-2,"6118384, 6125139"
05900981-4,"6628381, 6469784, 6366352"
05901062-1,"6530064, 6438439, 6311096, 6388288, 6381564, 6157062, 6317640"
05901081-1,6055184
05901105-5,6094734
05901225-2,6212551
05901257-3,"6953923, 6859230, 6404460, 6355965, 6128039, 6937270, 6909162, 6707496, 6649950, 6486521, 6462365, 6339248, 6289139, 6035077, 6727946"
05901298-2,"6871119, 6734862"
05901322-1,"6912637, 6792500, 6735679, 6170041"
05901751-1,"6274854, 6162297"
05902130-3,"6852588, 6885065, 6750067"
05902403-1,6192898
05902403-2,6192898
05902491-1,"6677250, 6969309, 6926775, 6849133, 6845734, 6736708, 6620496, 6558570, 6439967, 6407499, 6271139, 6838114, 6821347, 6858264, 6800172, 6797337, 6787373, 6814813, 6620253, 6613587, 6468925, 6412437"
05903046-3,"6187484, 6559519, 6420214, 6060343"
05903051-1,"6965159, 6910635, 6798047, 6798046, 6717822, 6919620, 6900527"
05903163-1,"6750666, 6483333, 6414503, 6356094, 6229323"
05903171-1,"6956436, 6867618, 6686772, 6788142, 6288604"
05903177-2,"6903447, 6828658"
05903282-1,"6954114, 6917247"
05903338-1,"6869498, 6979248, 6821881, 6962524, 6955516"
05903436-2,"6879743, 6778750, 6724078, 6860642, 6928200"
05903436-3,"6924170, 6794223, 6785134, 6650542, 6906919"
05903521-1,"6092171, 6064232, 6046620, 6393548"
05903578-2,6732203
05903701-1,6662060
05903723-1,"6742050, 6651109"
05903900-2,6952694
05903916-3,6906980
05903918-3,6393548
05904170-1,"6614181, 6566278"
05904489-1,"6162651, 6159755"
05904489-2,"6387206, 6159755"
05904503-2,"6915566, 6365974"
05904524-1,"6365929, 6624467, 6472272, 6265746, 6187634, 6127217"
05904553-3,"6890816, 6885065, 6750067"
05904778-1,6361705
05904778-2,"6266474, 6144794, 6623595, 6120640, 6508911, 6641697, 6413389, 6352611, 6123791, 6592707"
05905389-1,6124750
05905675-3,"6939752, 6624467, 6472272, 6187634, 6906387, 6972466"
05905757-4,6950476
05905798-2,"6198875, 6526144"
05905862-1,6741165
05905873-1,"6246756, 6130936, 6160728"
05907171-4,6475846
05907171-5,6475846
05907220-2,"6143140, 6620296"
05907266-1,6018283
05907351-2,6937168
05907464-2,"6882170, 6876053"
05907492-5,"6417685, 6400174, 6285203, 6691696, 6687990, 6932077, 6897571, 6631662, 6119675, 6155247, 6578458, 6459105, 6427676, 6423616, 6401580, 6255196, 6250192, 6279563, 6196096, 6851597, 6619532, 6427899, 6419143, 6296171, 6045026, 6553276, 6363295"
05907561-2,"6548881, 6049465"
05907766-2,"6333457, 6423568, 6387726, 6337283, 6274402"
05907781-6,"6934190, 6911704, 6900085, 6965143, 6795342, 6768160, 6750103, 6744675, 6740926, 6639844, 6593606, 6538270, 6477083, 6275414, 6168637, 6238975, 6127222, 6015736, 6894932, 6868014, 6862221, 6834012, 6735124, 6693321, 6653189, 6410956, 6906959, 6897110, 6861307, 6743677, 6639271, 6465303, 6025240, 6813752, 6788583, 6770938, 6642573, 6822909, 6967873, 6958272, 6771545, 6735114, 6444530, 6855608"
05908313-4,"6200883, 6911706, 6936518, 6777759, 6765273, 6794755"
05908333-1,"6968024, 6714431, 6687319, 6657468, 6621155, 6619973, 6589059, 6583035, 6530062, 6504875, 6447321, 6426984, 6404660, 6359931, 6352435, 6273759, 6234820, 6731545, 6657871, 6621373, 6545875, 6514794, 6376904, 6304104, 6287132, 6160716, 6854030, 6496889, 6266730, 6067594, 6687780"
05908333-3,6094075
05908340-3,6885074
05908545-2,6769319
05908672-1,6190233
05909050-1,"6963270, 6720866, 6700931, 6496113, 6480110, 6424263, 6091935, 6180433"
05909050-2,"6333549, 6245597, 6180433, 6159765, 6139676, 6306684"
05909051-3,6495867
05909150-1,"6459394, 6084538"
05909188-2,"6965270, 6531913, 6466070"
05909303-1,"6889010, 6788895"
05909336-3,"6844764, 6219729, 6167461, 6327641"
05909375-3,6197605
05909450-1,"6938236, 6625771, 6247155, 6112020, 6904436, 6880145, 6791366, 6683468, 6649832, 6592269, 6531782, 6490712"
05909540-8,6643745
05909564-2,6163539
05909566-1,"6216219, 6108775, 6029228"
05909628-6,"6753559, 6436746, 6307230, 6117741"
05909628-8,"6562724, 6232644, 6207500, 6083809"
05909635-1,"6777810, 6977220, 6800554, 6646340, 6838299, 6794755, 6740427"
05909702-3,"6775180, 6774696, 6639827"
05910011-1,"6660659, 6652710"
05910375-2,6190233
05910375-3,"6436303, 6843881, 6413321"
05910453-2,6071824
05910742-1,6211739
05910776-1,"6494305, 6239737, 6265962, 6091319"
05910783-1,6731807
05910874-2,6128171
05910880-1,"6693320, 6677636, 6670238, 6878587, 6720609, 6632719, 6607953, 6566222, 6469336, 6455365, 6365453, 6340613, 6326277, 6927179, 6964909, 6891215, 6887774, 6878585, 6875707, 6872639, 6825522, 6858523, 6798026, 6794703, 6614082, 6593616, 6531728, 6525384, 6461982, 6486020, 6426306, 6440860, 6368962, 6337274, 6325017, 6258729, 6204143, 6194321, 6180481, 6090723, 6696336, 6673689, 6914017, 6822342, 6737696, 6635547, 6627508, 6610211, 6146959, 6548405, 6461985, 6451661, 6429151, 6404005, 6399459, 6391710, 6365519, 6300671, 6300253, 6281543, 6255186, 6251802, 6239459, 6282080, 6222222, 6162744, 6218293, 6082375, 6093956, 6046093, 6677661, 6670288, 6949477, 6864527, 6773981, 6756634, 6635530, 6111285, 6150208, 6528436, 6518121, 6458645, 6400552, 6436818, 6326321, 6316800, 6316372, 6191443, 6015997, 6955996, 6596651, 6423649, 6291364, 6693345, 6417559, 6323139"
05910880-2,"6696718, 6689657, 6955996, 6919257, 6960513, 6900497, 6911371, 6806187, 6777739, 6773981, 6746916, 6744093, 6627508, 6610211, 6146959, 6423649, 6400552, 6348709, 6297527, 6282080, 6191443, 6082375, 6682969, 6936513, 6855594, 6858894, 6785120, 6784083, 6781864, 6812110, 6773984, 6596651, 6522570, 6291364, 6890596, 6753271"
05910923-3,"6973006, 6920187, 6771557, 6628565, 6381183, 6278643, 6282132, 6329867, 6097645, 6693472, 6975149, 6819151, 6788597, 6605969, 6552937, 6111811"
05910930-2,"6107868, 6043718"
05910970-1,"6810520, 6839345, 6580727, 6351487, 6104749, 6055268"
05911051-3,6948048
05911113-1,"6528180, 6939801, 6451179, 6368880, 6238533, 6232665, 6207558, 6139698, 6303994, 6299689, 6077402, 6045666, 6908865, 6383915, 6110821, 6919275, 6758947, 6271592"
05911129-1,6647411
05911149-5,6813722
05911170-1,"6667433, 6591230, 6259014, 6839380, 6253172"
05911772-1,"6931173, 6894846"
05911887-1,6344281
05911887-3,6841008
05912024-4,6531083
05912313-4,"6724091, 6911726, 6926955"
05912501-2,6700154
05912551-2,"6794943, 6630866, 6535063, 6452451, 6429727, 6353362, 6552614, 6518839, 6420933, 6066943"
05912758-2,6226054
05912782-2,"6968258, 6847754, 6714338, 6708082"
05913020-1,6496876
05913037-2,"6349388, 6212625, 6751737, 6363501, 6954879, 6928586, 6845456, 6795927, 6480929, 6550015"
05913043-1,"6745375, 6738737, 6173243, 6154801"
05913131-2,"6472270, 6097079, 6075261"
05913145-1,"6861695, 6787429, 6451646, 6784104, 6958290, 6927159, 6680249, 6365517, 6218732, 6245672, 6037013, 6120842, 6017818, 6800547, 6784093, 6743719, 6734099, 6641867, 6630394, 6624066, 6559050, 6544886, 6451677, 6265303, 6184129, 6093642, 6903000, 6730597, 6583053, 6187656, 6100188, 6831008, 6709974"
05913981-1,"6460554, 6354313, 6383304, 6165277, 6095167"
05914279-1,"6277720, 6930049, 6605540, 6274481, 6803273"
05914280-1,6198150
05914643-1,"6980588, 6621308, 6369621, 6278336, 6766395, 6915459, 6847232, 6437622, 6411126"
05914724-3,"6765576, 6753860, 6782432"
05914749-2,"6646808, 6771314, 6692993"
05914827-2,6738206
05914844-1,"6580291, 6535445, 6288948, 6265931, 6049242, 6404682, 6362668"
05914859-3,6232558
05914982-1,6744884
05915107-3,6047382
05915117-10,"6728867, 6848043, 6883089, 6757814, 6732260"
05915117-3,6948094
05915123-1,"6976141, 6745317, 6591357, 6553479, 6526498, 6457116, 6751722, 6959378"
05915123-2,"6912576, 6745317, 6675289, 6553479, 6526498, 6457116, 6751722, 6892324"
05915203-1,6933869
05915262-2,6404649
05915262-3,"6420943, 6052794"
05915438-1,"6328847, 6461434, 6599763, 6202589, 6165313"
05915438-3,"6322660, 6202589"
05915752-6,"6888229, 6054756"
05915752-7,"6888229, 6081035, 6054756, 6977440, 6913949, 6897565"
05916369-2,"6808612, 6494219, 6500734, 6893548, 6258223, 6436267, 6635157, 6258220"
05917219-1,"6822297, 6882013, 6579770, 6452236, 6306712, 6258644, 6362062, 6204073, 6713334, 6617217, 6479339, 6287920, 6274449, 6960499, 6326281, 6228725, 6150669"
05917488-2,"6380029, 6355522, 6939766, 6924220, 6825083, 6777957, 6764920, 6734080, 6590260, 6281078, 6180454, 6177316, 6140246, 6066873, 6063668, 6376309, 6410949, 6410458, 6362049, 6350627, 6939770, 6797650, 6784061, 6751146, 6717850, 6423612, 6420240, 6323047, 6312991, 6300658, 6331954, 6211058, 6177312, 6072191, 6057193, 6017786, 6445051, 6177345"
05917719-2,"6604207, 6598173, 6526333, 6332202, 6697963, 6681342, 6338150, 6269412, 6282673, 6170067"
05917839-2,"6728320, 6043686"
05917855-1,"6268568, 6246015, 6214645, 6476331"
05918016-1,"6657999, 6295645, 6219787"
05918033-2,6690607
05918047-2,"6285911, 6119186, 6029215, 6710788"
05918062-1,"6487575, 6490607, 6269384, 6144980, 6131104, 6094668, 6088715, 6085212, 6374345, 6557098, 6256653, 6223192, 6038583, 6029244, 6085213, 6085208, 6393554, 6487653, 6175911, 6134574, 6115733, 6115732, 6026483, 6393555, 6370637, 6408379, 6425074, 6397239, 6397238, 6381625, 6298367, 6223198"
05918062-2,"6374345, 6408379, 6557098, 6256653, 6247117, 6223192, 6029244, 6393555, 6370637, 6442677, 6425074, 6134574, 6115733, 6115732, 6397239, 6397238, 6381625, 6405305, 6298367, 6223198, 6105129"
05918122-2,6232176
05918128-2,"6191446, 6130454, 6110786, 6380554, 6359461, 6469316, 6429052, 6075417"
05918720-2,6590900
05919302-3,"6949398, 6953985"
05919548-1,6916669
05920066-1,"6288514, 6751043, 6618217, 6211638"
05920066-2,"6741750, 6598007, 6474819, 6415237, 6476932"
05920068-1,"6690055, 6677252, 6713760, 6660631, 6656835, 6946395, 6943073, 6903005, 6900107, 6884691, 6881260, 6855928, 6844261, 6840988, 6861355, 6830983, 6858535, 6800521, 6813136, 6796313, 6787449, 6744138, 6757153, 6642567, 6626999, 6143667, 6143085, 6583022, 6569689, 6528786, 6517616, 6541067, 6506666, 6495458, 6455423, 6429439, 6421223, 6419994, 6403499, 6403414, 6387802, 6342445, 6323511, 6323081, 6318381, 6284655, 6271519, 6271131, 6281161, 6265722, 6261850, 6232600, 6204178, 6204172, 6187392, 6218316, 6218297, 6051287, 6867449, 6867093, 6800937, 6783657, 6764895, 6737317, 6737313, 6617634, 6610568, 6133159, 6462367, 6461909, 6281125, 6197628, 6074945, 6673701"
05920073-1,"6566897, 6914441, 6750455, 6509750, 6504393, 6539106"
05920076-3,"6646276, 6897457, 6559454"
05920202-5,"6201406, 6154048, 6137307, 6323681, 6097210, 6069489, 6051992, 6205574, 6124731, 6362648, 6201410"
05920226-1,6304148
05920593-4,6792272
05920786-1,"6355514, 6027998, 6680507, 6242306, 6093650, 6369416, 6342415, 6798002, 6787840, 6689682, 6605511, 6509604, 6274433, 6261904, 6034395, 6034394, 6399984, 6589841, 6548334, 6465835, 6448608, 6284600, 6232630, 6969654, 6808996, 6635943, 6537866, 6455373, 6248627, 6713809, 6573140, 6337246, 6268624, 6867097, 6465303"
05920796-2,"6383945, 6358362, 6358760, 6975014, 6872613, 6821713, 6605843, 6495853, 6472326, 6448163, 6060328, 6709924, 6013156"
05920797-4,"6280790, 6133152, 6123766, 6035100, 6215106, 6803546"
05920882-1,6230307
05920882-3,"6230307, 6625797"
05920882-4,"6230307, 6952817, 6625797, 6877150"
05921377-1,"6692987, 6720666"
05921855-1,"6616513, 6699115, 6824455, 6520847, 6561381, 6834777, 6251215, 6241596, 6319098, 6162368, 6645061, 6863593, 6435942, 6361405, 6273806, 6572446, 6855043, 6811470, 6913518, 6280299, 6251001, 6139406, 6220941"
05922285-3,"6750134, 6940167, 6700484, 6024923, 6979647"
05922619-1,6350673
05922624-1,"6843855, 6524940, 6954021, 6927176, 6807972"
05923040-1,"6872957, 6762416, 6414322, 6828227, 6653722, 6518172"
05923081-1,"6658727, 6657288, 6899534, 6889430, 6756606, 6729024, 6727437, 6718163, 6146919, 6140695, 6553658, 6542720, 6499213, 6537051, 6486539, 6429385, 6404216, 6403457, 6392289, 6388199, 6265660, 6213747, 6212767, 6188021, 6221695, 6166328, 6660558, 6331453, 6914326, 6577004, 6521980, 6395579, 6210992"
05923193-3,6968402
05923273-1,"6760854, 6557051, 6531906, 6522982, 6487674, 6377198, 6373415, 6369634, 6304202, 6271778, 6831523, 6657488, 6417792"
05923296-2,6111550
05923567-1,6197605
05923604-2,"6163863, 6115314, 6366523, 6026496, 6487681"
05923644-3,6647019
05923959-1,"6690188, 6869869, 6864700, 6777965, 6815261, 6577019, 6472252, 6335221, 6291265, 6164946, 6830719, 6764549, 6592670, 6527999, 6224936, 6900528, 6858926, 6760224, 6650007, 6563217, 6558966, 6525943, 6512302, 6414391, 6380631, 6297960, 6297548, 6294839"
05923979-3,"6902627, 6848043, 6656535, 6565984, 6944006, 6902628, 6732260, 6713188, 6899798, 6928645, 6938126, 6668306"
