inv2,inv1
06124924-2,06469784-1
06219011-4,06469784-1
06469784-1,06469784-1
06750436-3,06469784-1
04589547-2,06469893-4
04765397-1,06469893-4
06189601-3,06469893-4
06221459-2,06469893-4
06351387-1,06469893-4
06469893-4,06469893-4
06480370-2,06469893-4
06703697-1,06469893-4
05524096-1,06469932-2
06469932-2,06469932-2
06469932-3,06469932-2
05524096-1,06469932-3
06469932-2,06469932-3
06469932-3,06469932-3
03865654-1,06469939-3
04774197-1,06469939-3
04916337-1,06469939-3
05403459-1,06469939-3
05521867-4,06469939-3
05804856-1,06469939-3
06198664-1,06469939-3
06461905-1,06469939-3
06469939-3,06469939-3
06469953-1,06469953-1
05140018-2,06470094-1
06192080-3,06470094-1
06470094-1,06470094-1
06668246-2,06470094-1
06941246-0,06470094-1
06941246-2,06470094-1
06470102-1,06470102-1
06915031-1,06470102-1
04654909-1,06470104-3
05854804-2,06470104-3
05932991-2,06470104-3
06215577-3,06470104-3
06327709-1,06470104-3
06351326-1,06470104-3
06441676-2,06470104-3
06470104-3,06470104-3
06670210-1,06470104-3
06692161-3,06470104-3
06751002-3,06470104-3
06856732-4,06470104-3
06970625-2,06470104-3
05577227-2,06470374-1
05625790-1,06470374-1
06427189-3,06470374-1
06470374-1,06470374-1
05384692-1,06470378-1
06470378-1,06470378-1
06470378-3,06470378-1
05384692-1,06470378-3
06470378-1,06470378-3
06470378-3,06470378-3
06470402-1,06470402-1
06470402-2,06470402-1
06470402-3,06470402-1
06470402-1,06470402-2
06470402-2,06470402-2
06470402-3,06470402-2
06470402-1,06470402-3
06470402-2,06470402-3
06470402-3,06470402-3
04612432-1,06470485-1
05408145-1,06470485-1
06470485-1,06470485-1
06470485-3,06470485-1
04612432-1,06470485-3
05408145-1,06470485-3
06470485-1,06470485-3
06470485-3,06470485-3
05834068-2,06471464-1
06471464-1,06471464-1
06471464-2,06471464-1
06471464-4,06471464-1
06471464-5,06471464-1
05834068-2,06471464-2
06471464-1,06471464-2
06471464-2,06471464-2
06471464-4,06471464-2
06471464-5,06471464-2
05834068-2,06471464-4
06471464-1,06471464-4
06471464-2,06471464-4
06471464-4,06471464-4
06471464-5,06471464-4
05834068-2,06471464-5
06471464-1,06471464-5
06471464-2,06471464-5
06471464-4,06471464-5
06471464-5,06471464-5
06471582-1,06471582-1
06472107-1,06472107-1
04805148-2,06472233-1
04894353-1,06472233-1
05598009-1,06472233-1
06472233-1,06472233-1
04534824-1,06472236-3
04932525-2,06472236-3
05403459-1,06472236-3
05917488-2,06472236-3
06133164-1,06472236-3
06461905-1,06472236-3
06461905-3,06472236-3
06472236-3,06472236-3
06728160-2,06472236-3
05612253-1,06472270-2
05913131-2,06472270-2
06472270-2,06472270-2
05920796-2,06472326-2
05944038-2,06472326-2
06472326-2,06472326-2
06472326-3,06472326-2
06472326-4,06472326-2
05920796-2,06472326-3
05944038-2,06472326-3
06472326-2,06472326-3
06472326-3,06472326-3
06472326-4,06472326-3
05920796-2,06472326-4
05944038-2,06472326-4
06472326-2,06472326-4
06472326-3,06472326-4
06472326-4,06472326-4
05356722-2,06472333-3
05812403-2,06472333-3
06171973-2,06472333-3
06279402-1,06472333-3
06472333-3,06472333-3
06472611-1,06472611-1
05387068-1,06472612-1
05617294-4,06472612-1
05671530-1,06472612-1
06472612-1,06472612-1
06145122-3,06472694-2
06472694-2,06472694-2
04684055-2,06472758-2
06340846-4,06472758-2
06472758-2,06472758-2
06472758-3,06472758-2
06472758-4,06472758-2
04684055-2,06472758-3
04959318-1,06472758-3
05183205-1,06472758-3
06340846-4,06472758-3
06472758-2,06472758-3
06472758-3,06472758-3
06472758-4,06472758-3
04684055-2,06472758-4
05641946-1,06472758-4
06340846-4,06472758-4
06472758-2,06472758-4
06472758-3,06472758-4
06472758-4,06472758-4
06472766-1,06472766-1
06392432-1,06472895-3
06392432-3,06472895-3
06472895-3,06472895-3
06137366-1,06472935-3
06181208-2,06472935-3
06472935-3,06472935-3
06057714-1,06472937-1
06472937-1,06472937-1
06865215-1,06472937-1
05870670-1,06472937-2
05873385-1,06472937-2
06057714-1,06472937-2
06057714-2,06472937-2
06230001-1,06472937-2
06236071-1,06472937-2
06472937-2,06472937-2
06639470-6,06472937-2
06865215-1,06472937-2
06873211-2,06472937-2
06894476-1,06472937-2
06473070-1,06473070-1
06473070-2,06473070-1
06473070-1,06473070-2
06473070-2,06473070-2
05508228-10,06473174-1
06473174-1,06473174-1
05774021-2,06473280-2
06473280-2,06473280-2
06473469-1,06473469-1
05758263-1,06473613-3
05828708-3,06473613-3
06252528-2,06473613-3
06473613-3,06473613-3
05459486-1,06473758-1
06473758-1,06473758-1
05126594-3,06473808-4
05127002-2,06473808-4
05195093-3,06473808-4
06167059-1,06473808-4
06473808-4,06473808-4
06771630-3,06473808-4
06771630-4,06473808-4
05347284-6,06473810-2
06189063-2,06473810-2
06473810-2,06473810-2
05244843-1,06474319-3
05630147-1,06474319-3
05677002-4,06474319-3
05844300-4,06474319-3
06474319-3,06474319-3
06617209-3,06474319-3
06624127-1,06474319-3
06689675-1,06474319-3
06689675-2,06474319-3
06696327-3,06474319-3
06713358-4,06474319-3
06714061-1,06474319-3
06787440-6,06474319-3
06028350-1,06474355-1
06474355-1,06474355-1
06474355-3,06474355-1
06474355-4,06474355-1
06028350-1,06474355-3
06474355-1,06474355-3
06474355-3,06474355-3
06474355-4,06474355-3
06028350-1,06474355-4
06474355-1,06474355-4
06474355-3,06474355-4
06474355-4,06474355-4
06474475-1,06474475-1
05920066-2,06474819-1
06474819-1,06474819-1
06474819-3,06474819-1
04456268-1,06474819-3
04932755-2,06474819-3
05220452-1,06474819-3
05293511-2,06474819-3
05920066-2,06474819-3
06474819-1,06474819-3
06474819-3,06474819-3
06840633-1,06474819-3
05242860-2,06475356-2
05365111-1,06475356-2
06475356-2,06475356-2
03865654-1,06475816-2
04774197-1,06475816-2
05624859-2,06475816-2
05907781-6,06475816-2
05940718-2,06475816-2
06005808-2,06475816-2
06198664-1,06475816-2
06229184-1,06475816-2
06436768-3,06475816-2
06475816-2,06475816-2
06735114-5,06475816-2
06735124-1,06475816-2
06359253-1,06475826-2
06359253-3,06475826-2
06382395-2,06475826-2
06475826-2,06475826-2
06485991-3,06475826-2
06448633-1,06475827-1
06448633-2,06475827-1
06448633-3,06475827-1
06469369-1,06475827-1
06475827-1,06475827-1
06475827-2,06475827-1
06525406-2,06475827-1
06525406-6,06475827-1
06525406-9,06475827-1
06448633-1,06475827-2
06448633-2,06475827-2
06448633-3,06475827-2
06469369-1,06475827-2
06475827-1,06475827-2
06475827-2,06475827-2
06525406-2,06475827-2
06525406-6,06475827-2
06525406-9,06475827-2
05709772-4,06475854-2
05811356-2,06475854-2
05983906-4,06475854-2
06070551-2,06475854-2
06475854-2,06475854-2
06475854-4,06475854-2
05811356-2,06475854-4
05983906-4,06475854-4
06070551-2,06475854-4
06475854-2,06475854-4
06475854-4,06475854-4
06475889-1,06475889-1
05321544-1,06475902-3
05880923-1,06475902-3
06475902-3,06475902-3
05728507-4,06475930-1
06159559-1,06475930-1
06261936-1,06475930-1
06313538-5,06475930-1
06475930-1,06475930-1
06831350-6,06475930-1
06972255-3,06475930-1
06972255-5,06475930-1
05917855-1,06476331-2
06476331-2,06476331-2
06476462-1,06476462-1
06476462-2,06476462-1
06476462-3,06476462-1
06476462-4,06476462-1
06476462-5,06476462-1
06476462-1,06476462-2
06476462-2,06476462-2
06476462-3,06476462-2
06476462-4,06476462-2
06476462-5,06476462-2
06476462-1,06476462-3
06476462-2,06476462-3
06476462-3,06476462-3
06476462-4,06476462-3
06476462-5,06476462-3
06476462-1,06476462-4
06476462-2,06476462-4
06476462-3,06476462-4
06476462-4,06476462-4
06476462-5,06476462-4
06476462-1,06476462-5
06476462-2,06476462-5
06476462-3,06476462-5
06476462-4,06476462-5
06476462-5,06476462-5
06476471-1,06476471-1
05318451-5,06476478-2
06309943-3,06476478-2
06469258-8,06476478-2
06476478-2,06476478-2
05682068-2,06476506-1
06476506-1,06476506-1
06847102-3,06476506-1
05583450-4,06476634-1
05815404-3,06476634-1
06091263-3,06476634-1
06476634-1,06476634-1
05399925-1,06476638-2
05760603-1,06476638-2
05898618-1,06476638-2
06079356-2,06476638-2
06278327-2,06476638-2
06476638-2,06476638-2
06281822-1,06476734-1
06476734-1,06476734-1
05008900-4,06476745-1
06233554-3,06476745-1
06476745-1,06476745-1
04558304-1,06476932-2
05920066-2,06476932-2
06476932-2,06476932-2
06476932-4,06476932-2
04558304-1,06476932-4
04571321-2,06476932-4
05920066-2,06476932-4
06476932-2,06476932-4
06476932-4,06476932-4
06584369-1,06476932-4
06631299-3,06476932-4
06631299-4,06476932-4
05291019-1,06476986-1
05482612-1,06476986-1
05749956-1,06476986-1
05814392-2,06476986-1
06476986-1,06476986-1
06476986-2,06476986-1
06476986-3,06476986-1
06649435-1,06476986-1
06894853-0,06476986-1
06894853-3,06476986-1
06894853-4,06476986-1
06894853-8,06476986-1
06894853-9,06476986-1
06476986-1,06476986-2
06476986-2,06476986-2
06476986-3,06476986-2
06054832-2,06476986-3
06476986-1,06476986-3
06476986-2,06476986-3
06476986-3,06476986-3
04547833-1,06477047-3
04993482-1,06477047-3
06364669-1,06477047-3
06439912-3,06477047-3
06477047-3,06477047-3
06639800-2,06477047-3
06639800-4,06477047-3
04807043-2,06477170-1
06477170-1,06477170-1
04403183-1,06477252-1
04430712-1,06477252-1
04628938-1,06477252-1
05367670-9,06477252-1
05852826-1,06477252-1
06477252-1,06477252-1
06477252-3,06477252-1
06801196-1,06477252-1
04215617-1,06477252-3
04628938-1,06477252-3
04942551-2,06477252-3
05367670-9,06477252-3
05852826-1,06477252-3
05903701-1,06477252-3
05964870-1,06477252-3
06477252-1,06477252-3
06477252-3,06477252-3
06477471-1,06477471-1
06477471-2,06477471-1
06477471-1,06477471-2
06477471-2,06477471-2
06304140-1,06477477-2
06477477-2,06477477-2
06839381-0,06477477-2
06477552-1,06477552-1
03978452-2,06477641-3
06002876-2,06477641-3
06477641-3,06477641-3
06477641-4,06477641-3
03978452-2,06477641-4
06002876-2,06477641-4
06477641-3,06477641-4
06477641-4,06477641-4
06477646-1,06477646-1
06477646-2,06477646-1
06477646-1,06477646-2
06477646-2,06477646-2
04281239-3,06477898-1
05856684-3,06477898-1
06477898-1,06477898-1
06960509-2,06477898-1
05562819-1,06478954-2
06478954-2,06478954-2
06478954-3,06478954-2
06866153-3,06478954-2
05562819-1,06478954-3
06478954-2,06478954-3
06478954-3,06478954-3
06866153-3,06478954-3
06479028-2,06479028-2
06518184-3,06479028-2
06713873-3,06479028-2
04486511-1,06479100-3
04585223-1,06479100-3
05083865-3,06479100-3
05846332-5,06479100-3
05863598-2,06479100-3
05983906-4,06479100-3
06066836-2,06479100-3
06070551-2,06479100-3
06440495-1,06479100-3
06440495-2,06479100-3
06479100-3,06479100-3
06559039-4,06479100-3
06559039-6,06479100-3
06559039-7,06479100-3
06559074-5,06479100-3
06559074-6,06479100-3
06582522-4,06479100-3
05856684-3,06479173-4
06479173-4,06479173-4
04038216-2,06479313-1
04147563-1,06479313-1
04700461-1,06479313-1
05653801-1,06479313-1
06479313-1,06479313-1
06479313-3,06479313-1
06492661-2,06479313-1
06881983-3,06479313-1
04038216-2,06479313-3
04147563-1,06479313-3
04371421-3,06479313-3
04700461-1,06479313-3
05653801-1,06479313-3
06479313-1,06479313-3
06479313-3,06479313-3
06734091-1,06479313-3
05506172-1,06479377-3
05945350-3,06479377-3
06479377-3,06479377-3
05430595-3,06479391-2
05547417-3,06479391-2
05719085-1,06479391-2
05730601-4,06479391-2
05908313-4,06479391-2
05909635-1,06479391-2
06448177-2,06479391-2
06479391-2,06479391-2
06605549-2,06479391-2
06605549-4,06479391-2
06620741-1,06479391-2
06620741-2,06479391-2
06689675-2,06479391-2
06696758-3,06479391-2
06699798-1,06479391-2
06734118-2,06479391-2
06794755-4,06479391-2
06861332-0,06479391-2
04052251-1,06479843-3
04532504-1,06479843-3
05192698-4,06479843-3
05384273-3,06479843-3
05405790-3,06479843-3
05451548-2,06479843-3
05719088-4,06479843-3
05886920-4,06479843-3
06368929-2,06479843-3
06372414-1,06479843-3
06479843-3,06479843-3
06596616-3,06479843-3
06756320-2,06479843-3
06798064-3,06479843-3
06867078-0,06479843-3
06919590-2,06479843-3
05940651-1,06479879-2
06015747-1,06479879-2
06297107-4,06479879-2
06309959-3,06479879-2
06479879-2,06479879-2
05764484-2,06479887-2
05866939-3,06479887-2
06340846-4,06479887-2
06479887-2,06479887-2
06589801-3,06479887-2
05954751-1,06479895-1
06479895-1,06479895-1
06479975-1,06479975-1
06714766-1,06479975-1
06206626-2,06479984-3
06206626-3,06479984-3
06479984-3,06479984-3
06479985-1,06479985-1
04577276-1,06480026-2
04827428-2,06480026-2
05311080-1,06480026-2
06020755-1,06480026-2
06480026-2,06480026-2
06483342-3,06480026-2
06639434-1,06480026-2
06720329-2,06480026-2
06856171-0,06480026-2
06859066-2,06480026-2
06480052-1,06480052-1
06292023-1,06480065-2
06480065-2,06480065-2
06480068-1,06480068-1
06480068-2,06480068-1
06480068-3,06480068-1
05412353-1,06480068-2
06480068-1,06480068-2
06480068-2,06480068-2
06480068-3,06480068-2
06804291-2,06480068-2
05412353-1,06480068-3
06400301-2,06480068-3
06480068-1,06480068-3
06480068-2,06480068-3
06480068-3,06480068-3
05861794-1,06480079-2
06084193-1,06480079-2
06188033-1,06480079-2
06480079-2,06480079-2
04800517-1,06480086-1
06480086-1,06480086-1
06480086-2,06480086-1
06628147-1,06480086-1
06628147-2,06480086-1
06747519-1,06480086-1
06937849-1,06480086-1
04800517-1,06480086-2
06480086-1,06480086-2
06480086-2,06480086-2
06628147-1,06480086-2
06937849-1,06480086-2
04928103-1,06480136-1
06480136-1,06480136-1
06480136-3,06480136-1
04928103-1,06480136-3
06480136-1,06480136-3
06480136-3,06480136-3
06480137-1,06480137-1
06480137-2,06480137-1
06480137-3,06480137-1
06480137-1,06480137-2
06480137-2,06480137-2
06480137-3,06480137-2
06480137-1,06480137-3
06480137-2,06480137-3
06480137-3,06480137-3
04974048-1,06480370-2
05139971-3,06480370-2
05198963-1,06480370-2
06346743-1,06480370-2
06469893-4,06480370-2
06480370-2,06480370-2
05128563-2,06480429-1
05352945-2,06480429-1
05424672-1,06480429-1
05661428-1,06480429-1
06480429-1,06480429-1
04559625-2,06480475-2
05285474-1,06480475-2
05949357-2,06480475-2
06480475-2,06480475-2
05187792-2,06480491-1
06480491-1,06480491-1
04224642-2,06480503-2
06480503-2,06480503-2
04329598-1,06480602-2
04550284-1,06480602-2
04829476-1,06480602-2
04873696-2,06480602-2
06480602-2,06480602-2
04746793-1,06480662-3
04973132-1,06480662-3
06480662-3,06480662-3
05444856-3,06480809-1
06480809-1,06480809-1
06772253-2,06480809-1
06772253-4,06480809-1
06772253-5,06480809-1
06826100-3,06480809-1
06901534-0,06480809-1
05195093-1,06480874-3
05905757-4,06480874-3
06418527-2,06480874-3
06480874-3,06480874-3
06043690-3,06480921-2
06087970-1,06480921-2
06480921-2,06480921-2
05944818-1,06480939-1
06480939-1,06480939-1
06480939-3,06480939-1
06598123-2,06480939-1
05944818-1,06480939-3
06480939-1,06480939-3
06480939-3,06480939-3
05963050-3,06480999-1
06086629-1,06480999-1
06289496-1,06480999-1
06480999-1,06480999-1
06480999-2,06480999-1
06493862-2,06480999-1
06732347-3,06480999-1
06732347-5,06480999-1
05596743-2,06480999-2
05598343-2,06480999-2
06009256-4,06480999-2
06289496-1,06480999-2
06289496-3,06480999-2
06289496-5,06480999-2
06480999-1,06480999-2
06480999-2,06480999-2
06877040-0,06480999-2
06877040-5,06480999-2
06051348-1,06481277-2
06170494-3,06481277-2
06481277-2,06481277-2
04645503-1,06481449-1
05457849-2,06481449-1
06092981-1,06481449-1
06481449-1,06481449-1
06481449-4,06481449-1
06481449-5,06481449-1
06481449-7,06481449-1
04645503-1,06481449-4
05457849-2,06481449-4
06092981-1,06481449-4
06481449-1,06481449-4
06481449-4,06481449-4
06481449-5,06481449-4
06481449-7,06481449-4
04645503-1,06481449-5
05457849-2,06481449-5
06092981-1,06481449-5
06481449-1,06481449-5
06481449-4,06481449-5
06481449-5,06481449-5
06481449-7,06481449-5
04645503-1,06481449-7
05457849-2,06481449-7
06092981-1,06481449-7
06481449-1,06481449-7
06481449-4,06481449-7
06481449-5,06481449-7
06481449-7,06481449-7
05220515-1,06481901-2
05308417-5,06481901-2
05861066-3,06481901-2
05955858-2,06481901-2
06091249-4,06481901-2
06481901-2,06481901-2
06678459-2,06481901-2
06678459-3,06481901-2
06709218-5,06481901-2
06709218-7,06481901-2
06709218-8,06481901-2
05609995-2,06482552-3
06417076-2,06482552-3
06482552-3,06482552-3
06416907-1,06482557-5
06482557-5,06482557-5
06087220-2,06482688-1
06258644-2,06482688-1
06482688-1,06482688-1
06482688-2,06482688-1
03915766-1,06482688-2
05089872-3,06482688-2
05399229-2,06482688-2
05571733-1,06482688-2
05948702-1,06482688-2
06087220-2,06482688-2
06121164-2,06482688-2
06258644-2,06482688-2
06465307-1,06482688-2
06482688-1,06482688-2
06482688-2,06482688-2
06503846-2,06482688-2
06566200-2,06482688-2
06660605-1,06482688-2
06677201-1,06482688-2
06682980-3,06482688-2
06686283-10,06482688-2
06709938-1,06482688-2
06737354-3,06482688-2
06482713-1,06482713-1
04566175-2,06482726-1
05482881-3,06482726-1
05819355-1,06482726-1
05976948-1,06482726-1
06221793-2,06482726-1
06337217-2,06482726-1
06368948-3,06482726-1
06391751-2,06482726-1
06482726-1,06482726-1
06673635-1,06482726-1
05047837-5,06482727-1
05933726-3,06482727-1
06482727-1,06482727-1
05270264-1,06482754-2
06482754-2,06482754-2
06677253-3,06482754-2
05083007-2,06483326-2
06146014-2,06483326-2
06248600-3,06483326-2
06483326-2,06483326-2
04040897-1,06483337-2
06483337-2,06483337-2
04794591-1,06483342-2
05311080-1,06483342-2
05986471-6,06483342-2
06483342-2,06483342-2
06483342-3,06483342-2
06483342-5,06483342-2
06483342-6,06483342-2
06483342-8,06483342-2
04794591-1,06483342-3
05311080-1,06483342-3
05345419-1,06483342-3
05986471-6,06483342-3
06020755-1,06483342-3
06404226-1,06483342-3
06480026-2,06483342-3
06483342-2,06483342-3
06483342-3,06483342-3
06483342-5,06483342-3
06483342-6,06483342-3
06483342-8,06483342-3
06600341-4,06483342-3
06781170-2,06483342-3
06781170-5,06483342-3
06856171-0,06483342-3
06870395-7,06483342-3
06882555-2,06483342-3
04794591-1,06483342-5
05311080-1,06483342-5
05986471-6,06483342-5
06483342-2,06483342-5
06483342-3,06483342-5
06483342-5,06483342-5
06483342-6,06483342-5
06483342-8,06483342-5
04794591-1,06483342-6
05311080-1,06483342-6
05986471-6,06483342-6
06483342-2,06483342-6
06483342-3,06483342-6
06483342-5,06483342-6
06483342-6,06483342-6
06483342-8,06483342-6
04794591-1,06483342-8
05311080-1,06483342-8
05986471-6,06483342-8
06483342-2,06483342-8
06483342-3,06483342-8
06483342-5,06483342-8
06483342-6,06483342-8
06483342-8,06483342-8
06483343-1,06483343-1
06483343-2,06483343-1
06483343-3,06483343-1
06483343-1,06483343-2
06483343-2,06483343-2
06483343-3,06483343-2
06483343-1,06483343-3
06483343-2,06483343-3
06483343-3,06483343-3
05694362-1,06483375-2
05768598-2,06483375-2
06483375-2,06483375-2
06483375-4,06483375-2
05694362-1,06483375-4
05768598-2,06483375-4
06483375-2,06483375-4
06483375-4,06483375-4
05006854-1,06483377-2
06483377-2,06483377-2
04806189-2,06483382-3
04855684-1,06483382-3
06483382-3,06483382-3
06262623-1,06483391-3
06370372-2,06483391-3
06483391-3,06483391-3
06707342-2,06483391-3
06483418-1,06483418-1
06483418-2,06483418-1
06483418-3,06483418-1
06483418-1,06483418-2
06483418-2,06483418-2
06483418-3,06483418-2
06483418-1,06483418-3
06483418-2,06483418-3
06483418-3,06483418-3
04918600-1,06483516-1
05274822-2,06483516-1
05471189-1,06483516-1
06483516-1,06483516-1
06002272-1,06484134-1
06424175-1,06484134-1
06445170-1,06484134-1
06484134-1,06484134-1
06484198-1,06484198-1
06484198-2,06484198-1
06484198-1,06484198-2
06484198-2,06484198-2
06369670-1,06484288-1
06484288-1,06484288-1
06484288-2,06484288-1
06484288-4,06484288-1
06369670-1,06484288-2
06484288-1,06484288-2
06484288-2,06484288-2
06484288-4,06484288-2
04243984-4,06484288-4
04494187-1,06484288-4
04695946-7,06484288-4
04956850-1,06484288-4
04992727-2,06484288-4
05269021-5,06484288-4
06314047-1,06484288-4
06369670-1,06484288-4
06453405-1,06484288-4
06484288-1,06484288-4
06484288-2,06484288-4
06484288-4,06484288-4
05225024-5,06485572-1
06485572-1,06485572-1
05049174-2,06485869-2
05700602-4,06485869-2
06485869-2,06485869-2
06485869-3,06485869-2
05049174-2,06485869-3
05700602-4,06485869-3
06485869-2,06485869-3
06485869-3,06485869-3
